iso_code,continent,location,date,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_cases_per_million,new_cases_per_million,new_cases_smoothed_per_million,total_deaths_per_million,new_deaths_per_million,new_deaths_smoothed_per_million,reproduction_rate,icu_patients,icu_patients_per_million,hosp_patients,hosp_patients_per_million,weekly_icu_admissions,weekly_icu_admissions_per_million,weekly_hosp_admissions,weekly_hosp_admissions_per_million,new_tests,total_tests,total_tests_per_thousand,new_tests_per_thousand,new_tests_smoothed,new_tests_smoothed_per_thousand,positive_rate,tests_per_case,tests_units,total_vaccinations,people_vaccinated,people_fully_vaccinated,total_boosters,new_vaccinations,new_vaccinations_smoothed,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,total_boosters_per_hundred,new_vaccinations_smoothed_per_million,stringency_index,population,population_density,median_age,aged_65_older,aged_70_older,gdp_per_capita,extreme_poverty,cardiovasc_death_rate,diabetes_prevalence,female_smokers,male_smokers,handwashing_facilities,hospital_beds_per_thousand,life_expectancy,human_development_index,excess_mortality_cumulative_absolute,excess_mortality_cumulative,excess_mortality,excess_mortality_cumulative_per_million
DEU,Europe,Germany,2020-07-31,210399.0,864.0,682.286,9147.0,3.0,3.857,2507.721,10.298,8.132,109.022,36,46,1.23,259.0,3.087,,,,,,,,,,,82842.0,987,,,tests performed,,,,,,,,,,,,57.87,83900471.0,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8.0,81.33,947,,,,
DEU,Europe,Germany,2020-08-01,211005.0,606.0,675.286,9154.0,7.0,4.286,2514.944,7.223,8.049,109.105,83,51,1.23,255.0,3.039,,,,,,,,,,,83507.0,995,,,tests performed,,,,,,,,,,,,57.87,83900471.0,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8.0,81.33,947,,,,
DEU,Europe,Germany,2020-08-02,211220.0,215.0,650.429,9154.0,0.0,4.286,2517.507,2.563,7.752,109.105,0.0,51,1.23,267.0,3.182,,,,,389.406,4.641,,8540652.0,101.795,,84172.0,1.003,0.01,100.0,tests performed,,,,,,,,,,,,57.87,83900471.0,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8.0,81.33,947,-14018.3,-2.41,0.35,-167.082494685876
DEU,Europe,Germany,2020-08-03,212111.0,891.0,714.143,9154.0,0.0,4.143,2528.126,10.62,8.512,109.105,0.0,49,1.24,263.0,3.135,,,,,,,,,,,86830.0,1.035,,,tests performed,,,,,,,,,,,,57.87,83900471.0,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8.0,81.33,947,,,,
DEU,Europe,Germany,2020-08-04,212828.0,717.0,731.571,9163.0,9.0,4.571,2536.672,8.546,8.72,109.213,107,54,1.25,258.0,3.075,,,,,,,,,,,89489.0,1.067,,,tests performed,,,,,,,,,,,,57.87,83900471.0,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8.0,81.33,947,,,,
DEU,Europe,Germany,2020-08-05,214113.0,1285.0,795.286,9179.0,16.0,6.286,2551.988,15.316,9.479,109.403,191,75,1.25,238.0,2.837,,,,,,,,,,,92148.0,1.098,,,tests performed,,,,,,,,,,,,57.87,83900471.0,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8.0,81.33,947,,,,
DEU,Europe,Germany,2020-08-06,215039.0,926.0,786.286,9181.0,2.0,5.286,2563.025,11.037,9.372,109.427,24,63,1.24,236.0,2.813,,,,,,,,,,,94806.0,1.13,,,tests performed,,,,,,,,,,,,57.87,83900471.0,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8.0,81.33,947,,,,
DEU,Europe,Germany,2020-08-07,216196.0,1157.0,828.143,9195.0,14.0,6.857,2576.815,13.79,9.871,109.594,167,82,1.24,226.0,2.694,,,,,,,,,,,97465.0,1.162,,,tests performed,,,,,,,,,,,,59.72,83900471.0,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8.0,81.33,947,,,,
DEU,Europe,Germany,2020-08-08,216903.0,707.0,842.571,9201.0,6.0,6.714,2585.242,8.427,10.043,109.666,72,0.08,1.24,228.0,2.718,,,,,,,,,,,100124.0,1.193,,,tests performed,,,,,,,,,,,,56.94,83900471.0,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8.0,81.33,947,,,,
DEU,Europe,Germany,2020-08-09,217288.0,385.0,866.857,9202.0,1.0,6.857,2589.831,4.589,10.332,109.678,12,82,1.24,234.0,2.789,,,,,408.573,4.87,,9260128.0,110.37,,102782.0,1.225,0.01,100.0,tests performed,,,,,,,,,,,,56.94,83900471.0,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8.0,81.33,947,-13554.8,-2.26,2.73,-161.558091849091
DEU,Europe,Germany,2020-08-10,218508.0,1220.0,913.857,9203.0,1.0,7.0,2604.372,14.541,10.892,109.689,12,83,1.25,227.0,2.706,,,,,,,,,,,105879.0,1.262,,,tests performed,,,,,,,,,,,,56.94,83900471.0,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8.0,81.33,947,,,,
DEU,Europe,Germany,2020-08-11,219540.0,1032.0,958.857,9208.0,5.0,6.429,2616.672,12.3,11.429,109.749,0.06,77,1.24,230.0,2.741,,,,,,,,,,,108975.0,1.299,,,tests performed,,,,,,,,,,,,56.94,83900471.0,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8.0,81.33,947,,,,
DEU,Europe,Germany,2020-08-12,220859.0,1319.0,963.714,9213.0,5.0,4.857,2632.393,15.721,11.486,109.809,0.06,58,1.24,220.0,2.622,,,,,,,,,,,112071.0,1.336,,,tests performed,,,,,,,,,,,,56.94,83900471.0,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8.0,81.33,947,,,,
DEU,Europe,Germany,2020-08-13,222281.0,1422.0,1034.571,9217.0,4.0,5.143,2649.342,16.949,12.331,109.856,48,61,1.24,223.0,2.658,,,,,,,,,,,115167.0,1.373,,,tests performed,,,,,,,,,,,,56.94,83900471.0,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8.0,81.33,947,,,,
DEU,Europe,Germany,2020-08-14,223791.0,1510.0,1085.0,9230.0,13.0,5.0,2667.339,17.998,12.932,110.011,155,0.06,1.23,230.0,2.741,,,,,,,,,,,118263.0,1.41,,,tests performed,,,,,,,,,,,,56.94,83900471.0,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8.0,81.33,947,,,,
DEU,Europe,Germany,2020-08-15,224488.0,697.0,1083.571,9235.0,5.0,4.857,2675.646,8.307,12.915,110.071,0.06,58,1.22,228.0,2.718,,,,,,,,,,,121360.0,1.446,,,tests performed,,,,,,,,,,,,56.94,83900471.0,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8.0,81.33,947,,,,
DEU,Europe,Germany,2020-08-16,225007.0,519.0,1102.714,9235.0,0.0,4.714,2681.832,6.186,13.143,110.071,0.0,56,1.21,224.0,2.67,,,,,449.935,5.363,,10131319.0,120.754,,124456.0,1.483,0.01,100.0,tests performed,,,,,,,,,,,,56.94,83900471.0,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8.0,81.33,947,-10675.5,-1.73,17.1,-127.240048509382
DEU,Europe,Germany,2020-08-17,226700.0,1693.0,1170.286,9236.0,1.0,4.714,2702.011,20.179,13.948,110.083,12,56,1.21,226.0,2.694,,,,,,,,,,,127788.0,1.523,,,tests performed,,,,,,,,,,,,56.94,83900471.0,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8.0,81.33,947,,,,
DEU,Europe,Germany,2020-08-18,228120.0,1420.0,1225.714,9241.0,5.0,4.714,2718.936,16.925,14.609,110.142,0.06,56,1.2,219.0,2.61,,,,,,,,,,,131119.0,1.563,,,tests performed,,,,,,,,,,,,56.94,83900471.0,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8.0,81.33,947,,,,
DEU,Europe,Germany,2020-08-19,229706.0,1586.0,1263.857,9249.0,8.0,5.143,2737.839,18.903,15.064,110.238,95,61,1.18,226.0,2.694,,,,,,,,,,,134451.0,1.603,,,tests performed,,,,,,,,,,,,56.94,83900471.0,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8.0,81.33,947,,,,
DEU,Europe,Germany,2020-08-20,231292.0,1586.0,1287.286,9263.0,14.0,6.571,2756.743,18.903,15.343,110.405,167,78,1.17,229.0,2.729,,,,,,,,,,,137783.0,1.642,,,tests performed,,,,,,,,,,,,56.94,83900471.0,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8.0,81.33,947,,,,
DEU,Europe,Germany,2020-08-21,233029.0,1737.0,1319.714,9266.0,3.0,5.143,2777.446,20.703,15.73,110.44,36,61,1.15,235.0,2.801,,,,,,,,,,,141115.0,1.682,,,tests performed,,,,,,,,,,,,56.94,83900471.0,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8.0,81.33,947,,,,
DEU,Europe,Germany,2020-08-22,233861.0,832.0,1339.0,9272.0,6.0,5.286,2787.362,9.917,15.959,110.512,72,63,1.13,230.0,2.741,,,,,,,,,,,144447.0,1.722,,,tests performed,,,,,,,,,,,,56.94,83900471.0,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8.0,81.33,947,,,,
DEU,Europe,Germany,2020-08-23,234494.0,633.0,1355.286,9275.0,3.0,5.714,2794.907,7.545,16.153,110.548,36,68,1.12,242.0,2.884,,,,,441.864,5.267,,11165768.0,133.083,,147778.0,1.761,9,111.1,tests performed,,,,,,,,,,,,56.94,83900471.0,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8.0,81.33,947,-9762.0,-1.54,5.49,-116.352147772806
DEU,Europe,Germany,2020-08-24,236122.0,1628.0,1346.0,9276.0,1.0,5.714,2814.311,19.404,16.043,110.56,12,68,1.1,243.0,2.896,,,,,,,,,,,149802.0,1.785,,,tests performed,,,,,,,,,,,,59.72,83900471.0,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8.0,81.33,947,,,,
DEU,Europe,Germany,2020-08-25,237583.0,1461.0,1351.857,9281.0,5.0,5.714,2831.724,17.413,16.113,110.619,0.06,68,1.09,223.0,2.658,,,,,,,,,,,151826.0,1.81,,,tests performed,,,,,,,,,,,,59.72,83900471.0,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8.0,81.33,947,,,,
DEU,Europe,Germany,2020-08-26,239010.0,1427.0,1329.143,9285.0,4.0,5.143,2848.733,17.008,15.842,110.667,48,61,1.07,225.0,2.682,,,,,,,,,,,153850.0,1.834,,,tests performed,,,,,,,,,,,,59.72,83900471.0,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8.0,81.33,947,,,,
DEU,Europe,Germany,2020-08-27,240571.0,1561.0,1325.571,9290.0,5.0,3.857,2867.338,18.605,15.799,110.726,0.06,46,1.06,238.0,2.837,,,,,,,,,,,155874.0,1.858,,,tests performed,,,,,,,,,,,,59.72,83900471.0,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8.0,81.33,947,,,,
DEU,Europe,Germany,2020-08-28,242126.0,1555.0,1299.571,9290.0,0.0,3.429,2885.872,18.534,15.489,110.726,0.0,41,1.04,234.0,2.789,,,,,,,,,,,157898.0,1.882,,,tests performed,,,,,,,,,,,,59.72,83900471.0,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8.0,81.33,947,,,,
DEU,Europe,Germany,2020-08-29,242835.0,709.0,1282.0,9299.0,9.0,3.857,2894.322,8.45,15.28,110.834,107,46,1.04,239.0,2.849,,,,,,,,,,,159922.0,1.906,,,tests performed,,,,,,,,,,,,59.72,83900471.0,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8.0,81.33,947,,,,
DEU,Europe,Germany,2020-08-30,243305.0,470.0,1258.714,9300.0,1.0,3.571,2899.924,5.602,15.002,110.846,12,43,1.03,243.0,2.896,,,,,377.3,4.497,,12299391.0,146.595,,161946.0,1.93,7,142.9,tests performed,,,,,,,,,,,,59.72,83900471.0,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8.0,81.33,947,-9908.3,-1.53,-0.87,-118.095880534449
DEU,Europe,Germany,2020-08-31,244802.0,1497.0,1240.0,9303.0,3.0,3.857,2917.767,17.843,14.779,110.881,36,46,1.03,244.0,2.908,,,,,,,,,,,160300.0,1.911,,,tests performed,,,,,,,,,,,,59.72,83900471.0,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8.0,81.33,947,,,,
DEU,Europe,Germany,2020-09-01,246015.0,1213.0,1204.571,9307.0,4.0,3.714,2932.224,14.458,14.357,110.929,48,44,1.03,233.0,2.777,,,,,,,,,,,158653.0,1.891,,,tests performed,,,,,,,,,,,,59.72,83900471.0,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8.0,81.33,947,,,,
DEU,Europe,Germany,2020-09-02,247411.0,1396.0,1200.143,9322.0,15.0,5.286,2948.863,16.639,14.304,111.108,179,63,1.03,226.0,2.694,,,,,,,,,,,157006.0,1.871,,,tests performed,,,,,,,,,,,,59.72,83900471.0,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8.0,81.33,947,,,,
DEU,Europe,Germany,2020-09-03,248840.0,1429.0,1181.286,9322.0,0.0,4.571,2965.895,17.032,14.08,111.108,0.0,54,1.04,221.0,2.634,,,,,,,,,,,155360.0,1.852,,,tests performed,,,,,,,,,,,,57.87,83900471.0,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8.0,81.33,947,,,,
DEU,Europe,Germany,2020-09-04,250283.0,1443.0,1165.286,9327.0,5.0,5.286,2983.094,17.199,13.889,111.167,0.06,63,1.04,223.0,2.658,,,,,,,,,,,153713.0,1.832,,,tests performed,,,,,,,,,,,,49.54,83900471.0,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8.0,81.33,947,,,,
DEU,Europe,Germany,2020-09-05,251058.0,775.0,1174.714,9329.0,2.0,4.286,2992.331,9.237,14.001,111.191,24,51,1.06,220.0,2.622,,,,,,,,,,,152067.0,1.812,,,tests performed,,,,,,,,,,,,49.54,83900471.0,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8.0,81.33,947,,,,
DEU,Europe,Germany,2020-09-06,251728.0,670.0,1203.286,9330.0,1.0,4.286,3000.317,7.986,14.342,111.203,12,51,1.07,216.0,2.574,,,,,410.591,4.894,,13352333.0,159.145,,150420.0,1.793,8,125.0,tests performed,,,,,,,,,,,,49.54,83900471.0,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8.0,81.33,947,-9508.6,-1.43,2.44,-113.331902511012
DEU,Europe,Germany,2020-09-07,253626.0,1898.0,1260.571,9331.0,1.0,4.0,3022.939,22.622,15.025,111.215,12,48,1.08,227.0,2.706,,,,,,,,,,,152370.0,1.816,,,tests performed,,,,,,,,,,,,49.54,83900471.0,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8.0,81.33,947,,,,
DEU,Europe,Germany,2020-09-08,254957.0,1331.0,1277.429,9336.0,5.0,4.143,3038.803,15.864,15.226,111.275,0.06,49,1.09,229.0,2.729,,,,,,,,,,,154319.0,1.839,,,tests performed,,,,,,,,,,,,49.54,83900471.0,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8.0,81.33,947,,,,
DEU,Europe,Germany,2020-09-09,256433.0,1476.0,1288.857,9342.0,6.0,2.857,3056.395,17.592,15.362,111.346,72,34,1.09,225.0,2.682,,,,,,,,,,,156269.0,1.863,,,tests performed,,,,,,,,,,,,49.54,83900471.0,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8.0,81.33,947,,,,
DEU,Europe,Germany,2020-09-10,258149.0,1716.0,1329.857,9345.0,3.0,3.286,3076.848,20.453,15.85,111.382,36,39,1.09,230.0,2.741,,,,,,,,,,,158218.0,1.886,,,tests performed,,,,,,,,,,,,49.54,83900471.0,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8.0,81.33,947,,,,
DEU,Europe,Germany,2020-09-11,259735.0,1586.0,1350.286,9348.0,3.0,3.0,3095.751,18.903,16.094,111.418,36,36,1.1,218.0,2.598,,,,,,,,,,,160168.0,1.909,,,tests performed,,,,,,,,,,,,49.54,83900471.0,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8.0,81.33,947,,,,
DEU,Europe,Germany,2020-09-12,260817.0,1082.0,1394.143,9352.0,4.0,3.286,3108.648,12.896,16.617,111.465,48,39,1.11,231.0,2.753,,,,,,,,,,,162117.0,1.932,,,tests performed,,,,,,,,,,,,49.54,83900471.0,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8.0,81.33,947,,,,
DEU,Europe,Germany,2020-09-13,261737.0,920.0,1429.857,9354.0,2.0,3.429,3119.613,10.965,17.042,111.489,24,41,1.12,234.0,2.789,,,,,481.208,5.735,,14500798.0,172.833,,164066.0,1.955,9,111.1,tests performed,,,,,,,,,,,,49.54,83900471.0,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8.0,81.33,947,-8985.1,-1.32,3.15,-107.092366620922
DEU,Europe,Germany,2020-09-14,263222.0,1485.0,1370.857,9356.0,2.0,3.571,3137.313,17.7,16.339,111.513,24,43,1.13,233.0,2.777,,,,,,,,,,,164054.0,1.955,,,tests performed,,,,,,,,,,,,49.54,83900471.0,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8.0,81.33,947,,,,
DEU,Europe,Germany,2020-09-15,265014.0,1792.0,1436.714,9367.0,11.0,4.429,3158.671,21.359,17.124,111.644,131,53,1.14,232.0,2.765,,,,,,,,,,,164043.0,1.955,,,tests performed,,,,,,,,,,,,49.54,83900471.0,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8.0,81.33,947,,,,
DEU,Europe,Germany,2020-09-16,266869.0,1855.0,1490.857,9373.0,6.0,4.429,3180.781,22.11,17.769,111.716,72,53,1.14,228.0,2.718,,,,,,,,,,,164031.0,1.955,,,tests performed,,,,,,,,,,,,49.54,83900471.0,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8.0,81.33,947,,,,
DEU,Europe,Germany,2020-09-17,269048.0,2179.0,1557.0,9376.0,3.0,4.429,3206.752,25.971,18.558,111.751,36,53,1.15,234.0,2.789,,,,,,,,,,,164019.0,1.955,,,tests performed,,,,,,,,,,,,49.54,83900471.0,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8.0,81.33,947,,,,
DEU,Europe,Germany,2020-09-18,271247.0,2199.0,1644.571,9386.0,10.0,5.429,3232.962,26.21,19.601,111.871,119,65,1.15,243.0,2.896,,,,,,,,,,,164007.0,1.955,,,tests performed,,,,,,,,,,,,49.54,83900471.0,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8.0,81.33,947,,,,
DEU,Europe,Germany,2020-09-19,272932.0,1685.0,1730.714,9388.0,2.0,5.143,3253.045,20.083,20.628,111.894,24,61,1.15,253.0,3.015,,,,,,,,,,,163995.0,1.955,,,tests performed,,,,,,,,,,,,49.54,83900471.0,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8.0,81.33,947,,,,
DEU,Europe,Germany,2020-09-20,273965.0,1033.0,1746.857,9390.0,2.0,5.143,3265.357,12.312,20.821,111.918,24,61,1.14,265.0,3.159,,,,,691.044,8.236,,15648677.0,186.515,,163983.0,1.954,12,83.3,tests performed,,,,,,,,,,,,49.54,83900471.0,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8.0,81.33,947,-8107.8,-1.16,5.26,-96.6359294931729
DEU,Europe,Germany,2020-09-21,275560.0,1595.0,1762.571,9390.0,0.0,4.857,3284.368,19.011,21.008,111.918,0.0,58,1.13,265.0,3.159,,,,,,,,,,,165460.0,1.972,,,tests performed,,,,,,,,,,,,49.54,83900471.0,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8.0,81.33,947,,,,
DEU,Europe,Germany,2020-09-22,277412.0,1852.0,1771.143,9405.0,15.0,5.429,3306.442,22.074,21.11,112.097,179,65,1.13,274.0,3.266,,,,,,,,,,,166938.0,1.99,,,tests performed,,,,,,,,,,,,49.54,83900471.0,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8.0,81.33,947,,,,
DEU,Europe,Germany,2020-09-23,279025.0,1613.0,1736.571,9423.0,18.0,7.143,3325.667,19.225,20.698,112.312,215,85,1.13,289.0,3.445,,,,,,,,,,,168415.0,2.007,,,tests performed,,,,,,,,,,,,49.54,83900471.0,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8.0,81.33,947,,,,
DEU,Europe,Germany,2020-09-24,281346.0,2321.0,1756.857,9436.0,13.0,8.571,3353.33,27.664,20.94,112.467,155,102,1.15,291.0,3.468,,,,,,,,,,,169893.0,2.025,,,tests performed,,,,,,,,,,,,49.54,83900471.0,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8.0,81.33,947,,,,
DEU,Europe,Germany,2020-09-25,283712.0,2366.0,1780.714,9451.0,15.0,9.286,3381.53,28.2,21.224,112.645,179,111,1.16,297.0,3.54,,,,,,,,,,,171370.0,2.043,,,tests performed,,,,,,,,,,,,49.54,83900471.0,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8.0,81.33,947,,,,
DEU,Europe,Germany,2020-09-26,285026.0,1314.0,1727.714,9459.0,8.0,10.143,3397.192,15.661,20.592,112.741,95,121,1.17,309.0,3.683,,,,,,,,,,,172848.0,2.06,,,tests performed,,,,,,,,,,,,49.54,83900471.0,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8.0,81.33,947,,,,
DEU,Europe,Germany,2020-09-27,286339.0,1313.0,1767.714,9464.0,5.0,10.571,3412.841,15.649,21.069,112.8,0.06,126,1.18,324.0,3.862,,,,,786.882,9.379,,16868956.0,201.059,,174326.0,2.078,12,83.3,tests performed,,,,,,,,,,,,49.54,83900471.0,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8.0,81.33,947,-7504.5,-1.05,3.58,-89.4452666421861
DEU,Europe,Germany,2020-09-28,288631.0,2292.0,1867.286,9468.0,4.0,11.143,3440.159,27.318,22.256,112.848,48,133,1.19,352.0,4.195,,,,,,,,,,,172465.0,2.056,,,tests performed,,,,,,,,,,,,49.54,83900471.0,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8.0,81.33,947,,,,
DEU,Europe,Germany,2020-09-29,290471.0,1840.0,1865.571,9483.0,15.0,11.143,3462.09,21.931,22.236,113.027,179,133,1.2,351.0,4.184,,,,,,,,,,,170605.0,2.033,,,tests performed,,,,,,,,,,,,49.54,83900471.0,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8.0,81.33,947,,,,
DEU,Europe,Germany,2020-09-30,292913.0,2442.0,1984.0,9495.0,12.0,10.286,3491.196,29.106,23.647,113.17,143,123,1.22,354.0,4.219,,,,,,,,,,,168745.0,2.011,,,tests performed,,,,,,,,,,,,49.54,83900471.0,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8.0,81.33,947,,,,
DEU,Europe,Germany,2020-10-01,295539.0,2626.0,2027.571,9509.0,14.0,10.429,3522.495,31.299,24.166,113.337,167,124,1.23,360.0,4.291,,,,,,,,,,,166885.0,1.989,,,tests performed,,,,,,,,,,,,49.54,83900471.0,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8.0,81.33,947,,,,
DEU,Europe,Germany,2020-10-02,298374.0,2835.0,2094.571,9518.0,9.0,9.571,3556.285,33.79,24.965,113.444,107,114,1.26,370.0,4.41,,,,,,,,,,,165024.0,1.967,,,tests performed,,,,,,,,,,,,49.54,83900471.0,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8.0,81.33,947,,,,
DEU,Europe,Germany,2020-10-03,300027.0,1653.0,2143.0,9531.0,13.0,10.286,3575.987,19.702,25.542,113.599,155,123,1.28,401.0,4.779,,,,,,,,,,,163164.0,1.945,,,tests performed,,,,,,,,,,,,49.54,83900471.0,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8.0,81.33,947,,,,
DEU,Europe,Germany,2020-10-04,301573.0,1546.0,2176.286,9533.0,2.0,9.857,3594.414,18.427,25.939,113.623,24,117,1.31,422.0,5.03,,,,,899.87,10.725,,17998083.0,214.517,,161304.0,1.923,18,55.6,tests performed,,,,,,,,,,,,49.54,83900471.0,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8.0,81.33,947,-6902.2,-0.94,3.54,-82.266522675421
DEU,Europe,Germany,2020-10-05,304673.0,3100.0,2291.714,9554.0,21.0,12.286,3631.362,36.949,27.315,113.873,0.25,146,1.33,444.0,5.292,,,,,,,,,,,163138.0,1.944,,,tests performed,,,,,,,,,,,,49.54,83900471.0,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8.0,81.33,947,,,,
DEU,Europe,Germany,2020-10-06,307127.0,2454.0,2379.429,9566.0,12.0,11.857,3660.611,29.249,28.36,114.016,143,141,1.36,448.0,5.34,,,,,,,,,,,164972.0,1.966,,,tests performed,,,,,,,,,,,,49.54,83900471.0,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8.0,81.33,947,,,,
DEU,Europe,Germany,2020-10-07,311137.0,4010.0,2603.429,9582.0,16.0,12.429,3708.406,47.795,31.03,114.207,191,148,1.39,470.0,5.602,,,,,,,,,,,166806.0,1.988,,,tests performed,,,,,,,,,,,,49.54,83900471.0,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8.0,81.33,947,,,,
DEU,Europe,Germany,2020-10-08,315941.0,4804.0,2914.571,9594.0,12.0,12.143,3765.664,57.258,34.738,114.35,143,145,1.41,487.0,5.804,,,,,,,,,,,168639.0,2.01,,,tests performed,,,,,,,,,,,,49.54,83900471.0,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8.0,81.33,947,,,,
DEU,Europe,Germany,2020-10-09,320495.0,4554.0,3160.143,9599.0,5.0,11.571,3819.943,54.279,37.665,114.409,0.06,138,1.43,510.0,6.079,,,,,,,,,,,170473.0,2.032,,,tests performed,,,,,,,,,,,,49.54,83900471.0,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8.0,81.33,947,,,,
DEU,Europe,Germany,2020-10-10,323463.0,2968.0,3348.0,9620.0,21.0,12.714,3855.318,35.375,39.904,114.66,0.25,152,1.44,531.0,6.329,,,,,,,,,,,172307.0,2.054,,,tests performed,,,,,,,,,,,,49.54,83900471.0,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8.0,81.33,947,,,,
